Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
41,0,0.36537138343807124,54,0,0.6365904506973546,2031.758018480422,6,0,0,0,0.0
42,0,0.007327536170310681,50,0,1.216939592328407,,8,0,0,0,2.0
43,1,0.17462366405869856,47,0,0.37378845044093645,1814.9039151675745,6,0,0,0,0.0
44,0,0.061854146778552874,31,0,0.6286241414079077,,8,0,0,0,0.0
45,1,0.043935521187797866,41,0,0.7157789466705076,11519.375860396212,4,0,2,0,1.0
46,0,0.7105170850820995,45,2,0.5890361017567017,3837.506788175673,11,0,3,0,1.0
47,1,47260.76523657805,66,1,4.106376589807284,3376.7095338817035,10,0,0,0,2.0
48,0,0.35299897429829785,56,0,0.10473630438891983,19900.32498609935,9,0,1,1,0.0
49,0,0.4095932905527603,27,0,1.0312216990190126,,4,0,1,0,2.0
50,0,0.1214887080251614,56,0,0.9329297667573561,,10,0,1,0,4.0
51,0,0.017376550208024113,46,0,0.5681786768580317,5417.063872675254,6,0,0,0,1.0
52,0,0.36754552951217534,42,1,2.6894682678831074,6186.190633179301,10,0,0,0,1.0
53,0,0.07915162802012218,60,0,2.607617754170887,5667.833902247822,4,0,2,0,2.0
54,0,0.6278748405668084,66,0,1.0574023248763942,17505.51780573661,5,1,0,0,3.0
55,0,0.3803665802311397,65,0,1.4562283804781595,5224.22073818727,5,0,1,0,0.0
56,1,45525.13061033513,40,0,0.9424467917937652,5802.617645679692,12,0,3,0,1.0
57,0,0.39600888426353503,47,0,2.112541763466146,7959.039506955523,8,0,4,0,2.0
58,0,0.09468852013159004,56,1,6.616768659366609,11304.360341870482,11,0,0,0,0.0
59,0,0.22533166822940037,65,0,3.595167028322353,9469.481530109433,11,0,0,0,0.0
60,0,0.479475384541452,45,0,10.0,7162.822243791505,10,1,1,0,0.0
61,1,0.5960958211260046,49,0,2.74462641116467,1650.6264082690657,10,0,1,0,0.0
62,0,0.03892713408202536,36,0,0.11036581949693758,3492.257286766876,5,0,1,0,0.0
63,0,0.10978219363448868,35,0,2.1647915943237455,8721.921473056116,11,0,1,0,2.0
64,0,0.22010882673360868,63,0,0.41213321143610043,5856.333991576863,9,0,1,0,2.0
65,0,0.13898144301951784,70,0,4.82807518926851,8762.968914366085,7,0,3,0,1.0
66,0,0.5477426193931518,50,1,0.7203089801339317,,6,0,0,0,2.0
67,0,0.37318671349046195,66,0,0.20380219782030673,2156.249731932435,5,0,1,0,0.0
68,0,0.5205896798733692,57,0,1.5006375183903669,10900.2076921698,9,0,1,0,0.0
69,0,0.20961802162955379,42,0,0.7172679049041275,3900.0536025015695,14,0,1,0,1.0
70,0,0.31495181592098614,57,0,1.6635631637452502,9459.216852701096,8,0,1,0,0.0
71,0,0.0668337110450071,73,0,1.524152369061145,,5,0,0,0,2.0
72,0,0.0762165500551654,51,2,1.5439107877105969,21783.393168765124,4,0,5,0,0.0
73,0,0.1557859243184612,73,0,1.566906937866869,5383.321572919002,15,0,1,0,1.0
74,1,0.1816498227917518,18,0,2.8491683000321326,,6,0,1,0,0.0
75,0,0.11092333091912579,63,1,1.2362582171031637,6593.978980488474,7,0,0,0,2.0
76,0,0.17566628026238318,53,0,0.8621906094739591,,9,0,0,1,0.0
77,0,0.17751246016919328,47,0,0.7369147960480548,,8,0,1,0,1.0
78,0,0.4853248908329627,53,0,0.6520362426031561,6725.334607695729,6,1,2,0,1.0
79,0,0.3740488088603975,24,0,0.7229574724956389,27793.16058862681,8,0,2,0,0.0
80,0,0.12310632642257817,48,0,2.8097837472875424,4546.064102715662,8,0,0,0,0.0
81,0,0.043080617799896866,56,0,4.939348699297376,4583.719361254574,10,0,2,0,0.0
82,0,0.022746528576097498,72,1,2.6017888203108184,3220.460900069296,8,0,0,0,3.0
83,0,0.22404451372638845,44,0,1.450817420236149,5218.513325915043,8,0,2,0,2.0
84,0,0.1784168864417005,40,0,1.1206714062255032,5777.5869093302435,6,0,0,0,3.0
85,1,0.41183204567609555,44,1,1.3344588230642742,5984.017062292099,10,0,0,0,2.0
86,0,0.2174323039032293,64,0,1.3518969936669716,5151.439003822789,7,0,1,0,0.0
87,0,0.056000329296054516,56,0,0.49250815317994223,3207.108875001008,6,0,0,1,0.0
88,0,0.2989118614444596,44,0,0.4237126607463033,2651.377009750888,9,1,1,0,0.0
89,0,0.19670249740623105,59,1,1.1140232769185472,3779.6186323651386,2,0,1,0,0.0
90,0,0.019585514296794643,53,0,0.36058192713636644,10927.921103993394,8,0,2,0,1.0
91,0,0.1420643831837599,65,0,0.38886264808147936,12705.112872861919,5,0,1,0,
92,0,0.18911018042359465,42,1,0.4454021437998162,4656.991065597465,7,0,0,0,1.0
93,0,0.2858108129512236,47,0,4.159451919418775,2542.471512845691,6,0,1,1,2.0
94,0,0.11599826695141076,46,0,6.0213253758112915,,6,0,1,0,1.0
95,0,0.09617915039286044,31,0,1.004183479844155,21251.139675210794,5,0,0,0,0.0
96,0,0.0038843759352133896,56,1,1.0790007762687854,9889.980814455834,12,0,2,1,0.0
97,0,0.31261782584000886,55,0,2.383433986645835,7226.570676844473,7,0,2,0,1.0
98,0,0.03062350567719118,52,0,0.342015201000191,9641.95764250964,6,0,3,0,3.0
99,0,0.6799619809223737,48,0,1.1581256831761142,14449.233222400951,10,0,1,0,0.0
100,0,0.0959182194300718,32,0,10.0,2192.929628853682,3,0,1,0,0.0
101,0,0.0048681067152035835,46,0,0.9299894618860378,,6,0,1,0,0.0
102,0,0.6907639805750623,47,0,0.8830122656454789,3394.4426445431536,7,0,2,1,0.0
103,0,0.3103663321300831,40,0,0.9052724802310802,7412.922781352956,14,0,1,0,1.0
104,0,0.10750062833794259,49,0,0.7544340836847357,5497.658885646828,8,0,1,0,2.0
105,0,0.24827264773281682,57,0,1.6724015450896534,8345.000562341611,6,1,1,0,2.0
106,1,0.17655035611371456,78,1,1.4460941027521834,,11,2,1,0,0.0
107,0,0.354333428799489,54,0,0.08612300288274471,12840.58883319323,5,1,0,0,2.0
108,0,0.28218083719771775,55,1,2.01009371844844,4681.933311212324,4,0,0,0,1.0
109,0,0.20416782067666833,50,0,0.31508938925429136,7991.88464464289,4,1,0,0,1.0
110,0,0.08215334217327212,25,0,2.2349158817666646,11347.861025495895,7,0,1,0,0.0
111,0,0.155614640590967,51,0,1.0440114189135499,10727.72746811561,10,0,2,0,0.0
112,0,0.07289786042090145,52,1,1.1847129317121337,6326.989982686307,8,0,1,0,
113,0,0.3408396346163506,86,0,1.2948932247297311,8721.467852693906,10,0,0,0,1.0
114,0,0.033272323027919506,49,1,0.5236594974259122,16633.30791278079,11,0,1,0,1.0
115,1,0.3682531992640883,56,0,0.49045855570405955,,14,0,0,0,1.0
116,0,0.213536656501293,51,1,2.453437736700299,2949.076998633234,7,0,1,0,1.0
117,0,0.20629434588378115,35,1,0.5369422709845392,7391.866193837914,9,1,1,0,0.0
118,0,0.24671918254322325,67,0,0.28091049107653904,,11,0,1,0,1.0
119,0,0.3354564265097713,62,0,1.7843096232639137,949.9403621282673,7,0,2,0,0.0
120,0,0.2159805714655796,63,1,1.685242236562826,6791.306494785864,6,0,0,0,1.0
121,0,0.13185000370198233,39,0,0.9551624090957961,5332.926641944791,8,0,0,0,0.0
122,0,0.292255529253705,71,1,1.2974344410201053,11042.342055586894,9,0,2,0,0.0
123,0,0.2982865736983837,32,0,1.1494146302949328,2907.1672712646746,12,0,0,1,1.0
124,0,0.2561505948386974,60,0,2.0809892018019083,,10,1,0,0,1.0
125,0,0.010401352723977842,82,0,2.7336667731044284,5530.738343388431,9,0,1,0,0.0
126,0,0.6699906621351588,38,0,1.873256556864615,6413.26750575703,10,0,0,1,0.0
127,0,0.35043446158983993,44,0,2.9310715595392574,5248.423694156491,6,0,1,0,0.0
128,0,0.7345495987012974,53,0,7.0100428087945135,,9,0,1,0,0.0
129,0,0.31426333030127557,44,0,1.7439313516280122,,12,0,3,0,1.0
130,0,0.17594009104601618,30,0,0.9351755560633993,4459.348705160355,13,0,1,0,0.0
131,0,0.2774768287995611,52,0,0.15278232331050973,3851.1070035703015,6,0,2,0,0.0
132,0,0.10547102479420442,37,0,0.2096582682789804,10413.893619600127,13,0,1,0,0.0
133,0,0.057887042599520815,58,0,1.5655049068883788,6409.443667595854,4,0,1,0,3.0
134,0,0.19414057879174812,39,0,0.7360709313433172,4045.668229670284,8,0,1,0,1.0
135,0,0.12344569930559814,73,0,0.5550887713742143,16427.621148723796,11,0,1,0,1.0
136,0,0.13374551574673046,41,0,1.9858984605943508,,7,0,0,0,0.0
137,1,0.003067719182126777,47,2,2.3534819144250307,7262.291609620405,5,1,4,0,2.0
138,0,0.4634848068103123,63,0,1.496203840181164,4372.783607775265,8,0,0,0,0.0
139,0,0.6069221440826686,34,1,0.6241509447605624,,8,0,2,0,0.0
140,0,0.6588287472768515,55,0,10.0,5222.8674139122395,3,0,2,0,1.0
141,0,0.12861259216864654,70,0,0.9085507539099754,5332.044139677719,5,0,1,0,1.0
142,0,0.04468908563928421,29,0,3.0061473634887275,4456.374173783777,8,0,0,1,0.0
143,0,0.18130680802303922,54,0,0.7680889330663451,5639.5431994171495,8,0,1,0,0.0
144,0,0.06050322324367295,55,0,0.2837819748958532,11380.725832413498,5,0,1,0,0.0
145,0,0.029308160715114606,62,0,1.1020086581667021,8884.74190063418,7,0,1,0,3.0
146,1,0.05367496268980618,34,0,10.0,5012.315819905913,11,0,2,0,0.0
147,0,0.015891379985902607,33,1,3.2399941998157655,,7,1,2,0,1.0
148,0,0.5192169274901856,59,0,0.8895736617319601,9055.159175823823,5,0,3,0,0.0
149,0,0.17906501939933228,56,2,1.9747030862934138,3616.5406145086263,8,0,0,0,1.0
150,0,0.32619624346344245,55,0,0.6830288286861936,1870.1167711910398,12,0,0,1,1.0
151,1,0.8619619503344184,56,0,2.298502495822768,,7,1,0,0,0.0
152,0,0.22831681481972027,42,0,10.0,,5,0,0,0,1.0
153,0,0.1622832867784116,55,0,0.5303929983900051,7465.444550020127,9,1,2,0,1.0
154,1,0.37525421133151676,56,0,1.3875176106258895,12725.92306543722,6,0,2,1,0.0
155,1,0.14056085227628068,41,0,1.585030536171833,2284.3066399098134,6,0,4,0,1.0
156,0,0.1859871406730591,78,0,0.6348463871113387,,6,0,0,0,0.0
157,0,0.31013521076150735,58,0,0.5998396657472895,2155.224408708709,6,0,1,0,0.0
158,0,0.054250538739339785,35,1,1.2388659904126789,1925.3066868848248,9,0,0,2,3.0
159,0,0.07036124038968165,61,1,0.46704152652165254,3166.9582949828173,5,0,0,0,5.0
160,0,0.06200121767165243,38,1,3.4504127135435763,6352.657898504863,7,0,2,0,0.0
161,1,0.4553097617151341,63,0,0.8214999133091926,8433.575528446276,8,0,0,0,2.0
162,0,0.3222957416622427,68,1,0.861549250797658,2530.449225294821,6,0,3,0,0.0
163,0,0.37951207263102055,40,0,0.32607361304426075,2789.1909660247593,4,0,2,1,2.0
164,0,0.5482309521872354,65,1,0.3743426586829763,,8,0,0,0,0.0
165,0,0.042842368427471446,57,0,0.5600968706895576,5710.412523252141,6,1,1,0,1.0
166,0,0.2368504545025904,63,0,0.5619674046787696,2943.936082837795,8,0,1,0,1.0
167,0,0.5051899460092654,78,0,0.29258584633500534,15742.541314441303,4,0,0,0,1.0
168,1,0.14716230998199578,48,0,2.7676939354952586,,9,0,1,0,0.0
169,0,0.006173508307779086,41,1,5.629828576776311,4358.956529399945,8,0,0,0,0.0
170,0,0.347255986113213,39,0,0.833576958584774,3137.6246154370474,10,0,1,0,1.0
171,0,41174.64067336511,40,1,0.3402959911096903,1726.2916741468816,10,0,2,0,1.0
172,0,0.07241004980486893,50,0,0.3712595603200551,,8,1,1,1,0.0
173,0,0.004352687368820827,56,1,1.3037540871701343,3179.570271198682,7,0,3,0,1.0
174,1,0.14824428493662012,55,0,1.137294695379924,3013.230332926552,12,0,0,0,0.0
175,0,0.15871640779710883,63,0,0.1556350833997253,2442.01722919411,13,0,1,0,1.0
176,0,0.283369962239445,52,0,0.08064804245378879,6399.443479313926,4,0,0,0,1.0
177,1,0.08960279067857463,72,2,1.1237746289134163,7044.383521543738,9,0,0,0,1.0
178,1,0.1549698733220127,48,0,2.413330411634133,3565.135433501481,9,0,3,0,0.0
179,0,0.2081967991798811,90,1,4.24233510517198,19045.889591262374,7,0,1,0,3.0
180,0,0.60228263317809,60,0,0.47832777120434594,1447.0603654792128,14,0,0,0,1.0
181,0,0.16143301776995492,39,0,3.9350800334259595,,10,0,2,0,0.0
182,0,0.16773634367055332,37,0,0.7474379806057599,4217.483310197575,4,0,1,0,1.0
183,0,0.4780176818059281,58,1,0.24762426458221437,3342.617235720432,9,0,1,0,1.0
184,0,0.11511578220391064,48,0,8.860646485219535,,6,0,3,0,1.0
185,0,0.11642956183352733,61,0,0.14406744294101956,4890.882722181045,5,0,0,0,0.0
186,0,0.4025580602454816,58,0,0.8192408852783021,,6,0,0,0,0.0
187,1,0.08945408457572145,50,0,0.46443535971076705,3735.6848132244418,7,0,2,0,0.0
188,0,0.14291515768263893,40,1,1.5928115788280357,1980.087382929507,7,0,0,0,2.0
189,1,22597.88317040956,30,0,3.158000095756639,,11,0,1,0,1.0
190,0,0.21270873282419275,45,0,0.11436910598099968,4015.987172882508,16,0,1,1,4.0
191,0,0.4706753304270671,63,0,0.47415013806549194,3709.056189412381,5,0,2,0,1.0
192,0,0.23221769696070002,54,1,3.156016842081847,4281.566378064639,7,0,1,0,0.0
193,0,0.01803516553526885,34,0,0.3610104917466984,4554.926809860881,13,0,2,0,1.0
194,0,0.026198992730261328,54,0,0.15745527266310708,,9,0,0,0,1.0
195,0,0.26183362462716414,57,1,0.5947955785279802,,12,1,0,0,0.0
196,0,0.20785689287378797,39,1,0.4894478692254598,2704.115590803918,7,0,1,0,0.0
197,0,0.19804523119641762,54,1,2.5941031320395624,14282.096893776165,5,0,0,1,0.0
198,0,0.14790843279417235,52,1,1.1003919036289922,2807.8712032211943,10,0,0,0,1.0
199,0,0.7399151339814439,35,1,0.42045477290220434,3790.7285280898595,9,0,0,0,1.0
200,0,0.27982952216541296,57,0,3.2157243130020574,2961.1940096504873,9,0,1,0,1.0
201,0,0.15240971014431903,59,1,1.0046258958436396,,7,0,0,0,2.0
202,0,0.14136828417180286,67,0,0.19293153480939568,5000.2795339652575,7,0,1,0,2.0
203,0,0.6706578935946416,66,0,0.4544867046791658,4575.338907380328,7,0,1,0,1.0
204,0,0.017336538426125286,32,0,0.5480428457290759,3563.069696993266,12,0,0,0,0.0
205,0,0.05036665535722884,38,0,10.0,4030.1819625220114,8,1,1,0,2.0
206,0,0.031109130279488008,59,0,0.8149016842839417,2969.445500817617,11,0,0,0,0.0
207,0,0.20007129346153704,59,0,0.21600187788960273,6510.737046669271,9,0,0,0,0.0
208,0,0.05618414662813011,59,0,0.8411783512434203,20715.446730047774,5,0,2,0,0.0
209,0,0.08697244181990767,105,0,2.308097546502196,2664.0721268488956,8,0,2,0,5.0
210,0,0.05535504156092282,59,2,0.9169528928589797,6475.455662083283,8,0,2,1,0.0
211,0,0.2649944360687683,67,0,3.696213118774343,5071.866982444874,12,0,0,0,0.0
212,0,0.01087842325552293,65,2,2.4897111870236577,7848.210560329467,3,0,0,0,0.0
213,1,0.11242709392475415,61,0,2.2754519613221045,8004.467260293993,12,0,3,0,0.0
214,1,0.043280304685648044,47,1,2.264014107609611,5674.790288242031,11,0,0,0,1.0
215,0,0.06033403709132899,62,0,4.657106906561819,4779.66431828557,10,0,1,0,0.0
216,0,0.2873101883627315,41,0,3.651867805638865,3625.998074345372,9,0,0,0,0.0
217,0,0.04493684072116813,48,0,0.2692163737156143,2877.070168792396,5,0,0,0,1.0
218,0,0.3434534723154357,45,0,0.2736666600636024,4592.629603301441,11,0,1,0,2.0
219,0,0.2337825314466492,53,0,2.0389350383176628,1999.770730073262,7,0,1,0,0.0
220,0,0.078581225332821,84,1,0.34294516713578355,3243.1514536161644,6,0,3,0,1.0
221,0,0.3256595183195008,25,1,0.26486416958266207,10665.798904814425,7,0,2,0,0.0
222,0,0.4639894935830857,61,0,2.907690977631173,5265.643054705674,13,0,2,0,2.0
223,0,0.3118743265952049,29,0,0.602136667952225,9180.75838782304,7,0,0,0,2.0
224,1,0.06249951158376975,45,0,2.3726501260669974,13749.403504473774,8,0,0,0,1.0
225,0,0.11822410498968926,67,0,2.0596893050816507,4341.952370350915,7,1,1,0,0.0
226,1,0.1475686906800536,52,0,1.0370209356522104,5682.395035016248,5,1,3,0,0.0
227,0,0.05342546415288439,36,0,2.8487324595538492,3978.689903411631,4,0,0,0,1.0
228,0,0.29444843439590906,41,0,1.8362226506785224,2782.6972431602594,9,0,0,0,1.0
229,0,0.27354643832954784,61,0,2.839275833882668,2522.2892948898902,7,0,0,0,0.0
230,0,0.2183805902904456,41,0,0.1903842948599501,8868.006119643456,3,0,1,0,1.0
231,0,0.24597291497073265,55,0,0.8263385098227078,,16,0,2,0,1.0
232,0,0.08022367820615145,52,1,0.19010431560110788,17901.184278613928,9,0,0,0,0.0
233,0,0.16065102866232955,42,2,0.6740002165319303,9705.387367700805,9,0,1,0,2.0
234,0,0.36797702965697826,82,0,0.2985301193699946,2945.8447802388723,9,0,0,0,0.0
235,0,0.5682907255852316,60,0,0.30467981588120363,8850.591094926214,3,0,0,0,0.0
236,0,0.25760486974551305,23,0,1.0593856523163172,3969.7052342637967,7,0,1,0,1.0
237,1,0.4287274384226896,54,0,6.912693870758288,11519.56066023542,11,0,0,0,2.0
238,1,0.17634395396091626,42,0,1.496589024963449,3496.669719984092,8,0,1,0,2.0
239,0,0.013759156853334748,63,0,1.367751021503973,2352.6598727939495,6,0,1,0,2.0
240,0,0.33088155729999275,40,0,0.1816509487264278,2815.7148346816543,7,0,2,0,0.0
241,0,0.46235562259986424,50,1,7.788160686941206,2918.2358983986824,7,0,1,0,
242,0,0.1276143754982572,59,0,4566.539716278949,2729.363647262291,9,0,0,0,0.0
243,0,0.047306376231179115,64,0,3.7953010010699484,3291.7486498560042,7,0,2,0,2.0
244,1,0.05680308547671221,35,0,0.592631998966844,,6,0,2,0,1.0
245,0,0.11654406564137573,47,0,2.2168347711225485,17278.71965867576,6,0,2,0,0.0
246,0,0.09183891065650972,45,0,0.18340390791008918,1936.945136618641,6,0,1,0,0.0
247,0,0.14358458733464116,42,0,1.4724422938037336,11901.969028398897,12,0,0,0,0.0
248,0,0.535238175689518,76,0,2.4130506712482918,3517.857430733687,8,0,1,0,2.0
249,0,0.39562347448975493,57,0,7.470216676113596,,9,0,2,0,0.0
250,0,0.34855616942669737,34,0,10.0,1543.9475790234737,12,2,0,0,0.0
251,1,0.22217165878670736,64,0,2.6739051092130253,7092.7223211480095,8,0,1,0,1.0
252,0,0.3717828840620841,81,1,0.24116197264816452,1207.4685289778201,4,0,0,0,0.0
253,0,0.11204594470532021,66,0,0.56252359865473,,8,0,0,0,0.0
254,1,0.12515614482060664,30,0,0.5762715331807379,5884.51282000225,10,0,1,1,1.0
255,0,0.0974905374539347,45,1,4.308466227918503,5617.8558234229995,8,0,1,1,1.0
256,0,0.3407103344308309,69,0,0.9863914919221136,2938.2307531856536,6,1,0,0,1.0
257,0,0.08600105564585017,42,0,1.4228179660476103,7220.421950673534,6,0,0,0,1.0
258,0,0.43237043428301886,58,0,10.0,6462.406538546881,11,0,2,0,1.0
259,0,0.5877270763288976,62,0,0.8722137452779493,4243.030576224217,5,0,1,0,0.0
260,0,0.15034744172099337,39,0,0.29595544198401036,,8,1,5,0,0.0
261,0,0.08535087361799289,51,2,1.8878471839650086,4596.622609137435,7,0,0,0,2.0
262,0,0.12328774057808085,18,1,0.33815318449463083,7116.305727364454,5,0,2,0,1.0
263,0,0.47799549383502343,37,1,0.39871342039869007,4500.233083832013,7,0,0,0,1.0
264,0,0.13205232719918783,48,0,0.9743941200858566,5719.813012840593,12,0,2,0,2.0
265,0,0.045597039604160707,34,1,10.0,7348.9010112814785,11,1,0,0,1.0
266,0,0.2762697153621842,74,0,0.684073288762072,3719.9339750506156,9,0,1,0,
267,1,0.2897568984437982,31,1,2.1212813627888805,2072.0927991729,8,0,0,0,1.0
268,0,0.3914483553284815,45,0,0.7591753465634998,5962.5606311051715,6,0,0,0,3.0
269,0,0.029837041725635477,53,0,1.220932740771207,11300.180353152633,5,0,0,0,1.0
270,1,0.5025398021073623,72,1,5.297673732213101,6059.64005885152,6,0,2,0,0.0
271,0,0.029005898847171262,31,0,2.458990749847374,6140.73438267301,9,1,1,1,0.0
272,0,0.1629737882251995,68,0,1.0448107139460057,4771.789760974615,8,0,2,0,1.0
273,1,0.3540544250113972,52,1,0.7317626264311904,8245.17167874481,9,1,2,0,0.0
274,1,0.7700501762884587,38,0,6.232420430217463,4314.968091495203,11,0,3,0,0.0
275,0,0.22454058148696573,58,1,8.25460671470585,3576.968214748167,10,0,3,1,1.0
276,0,0.13405998902329802,54,1,1.1147307268095032,10654.192727653975,7,0,0,0,0.0
277,0,0.17439038688835842,43,0,2.8994996238577917,3390.1287438665477,8,0,0,0,0.0
278,1,0.20383361244475331,52,0,3.7568934716049913,,2,0,3,0,1.0
279,0,0.01599537780344833,46,1,0.42244075911461043,10658.946051540077,11,0,1,0,1.0
280,0,0.20972173230558458,53,0,0.8165814462662715,7308.343008631532,13,0,3,1,1.0
281,1,0.3995395198615855,61,1,2.4400086607055105,,9,0,1,0,1.0
282,0,0.15197146017111177,74,0,1.4227144579111342,5009.084467970731,6,0,2,0,15.0
283,0,0.39042477012614407,34,0,0.47937864654808277,,5,0,1,0,2.0
284,0,0.5530769853932412,81,1,0.4909268683807843,3473.0919263907235,8,0,1,0,1.0
285,0,0.20421063474002257,24,0,2.6180204968681613,5431.258267068323,12,0,1,0,
286,0,0.3425365567581818,49,0,0.32800526045961553,8420.668035719595,6,0,0,0,0.0
287,0,0.0687672325644156,60,0,0.6472160106535889,3565.334430723462,10,0,2,1,3.0
288,0,0.021705351781545302,55,0,0.3718982042775651,4359.148974727235,7,0,1,1,1.0
289,0,0.25883402620092616,43,1,1.8893665744450996,4151.6401263481475,10,0,1,1,1.0
290,1,0.22045599563161936,49,0,4.046110798963372,11100.103725329218,5,0,1,1,0.0
291,0,0.23528616801394595,45,1,0.05005742586927201,4105.281389520984,12,0,1,0,0.0
292,0,0.07818235552735141,43,0,0.28605682078158456,,9,0,2,0,1.0
293,0,0.17080587847614762,63,0,0.6572527030756258,,8,0,0,0,1.0
294,0,0.06806597509857266,56,0,2.919513397990334,6335.415613965141,10,0,2,0,0.0
295,0,0.27334258143297674,42,0,0.18338748477192254,2885.6999949592264,5,0,0,0,0.0
296,1,0.3216565739337059,64,1,2.4364076204024965,7848.731094443652,13,0,1,0,2.0
297,0,0.10391371981804763,56,0,5.824238004258161,1935.5484617085392,9,0,1,0,1.0
298,0,0.07664152985777072,63,0,1.1237176061828746,3370.31497500674,9,0,1,0,1.0
299,0,0.04219341487393758,60,0,1.6130045329486928,1936.4308805405497,6,0,0,0,1.0
300,0,0.08482659512083417,40,1,0.9413385619502048,,9,0,0,0,0.0
301,0,0.17150959110223157,44,2,0.156329741576284,,6,0,3,0,0.0
302,0,0.41664758829035436,62,1,0.5587564030340462,6229.414398578595,4,0,0,0,0.0
303,1,0.1725506596299316,60,0,3.0753816685683857,2298.1151724612264,11,0,2,0,1.0
304,1,0.19464483520392573,51,1,2.7428968985115274,2915.9920859691993,8,0,4,0,1.0
305,0,0.44346525347235977,53,0,2.313171388842276,5790.765612873569,7,0,2,1,1.0
306,0,0.8043916250579546,69,0,0.8337824203792045,,6,0,2,0,0.0
